,name,price,adress,unit_details,description,score,URL
1076,"['', '1 Bed 1 Bath - Apartment']","['$1,300 / Month']",['Location is approximate'],"['Vernon, BC', 'Listed over a week ago', 'Apartment', '1 bed · 1 bath', 'Unfurnished', 'Vernon, BC', 'Joined Facebook in 2008']","['1 Bedroom suit for rent from March 1st.  This  750 sqft spacious newly renowned apartment is in a desirable location of East Hill right by VSS high school. Rent is $ 1300 with utilities included,  internet separately. 6 month lease minimum. References required, no pets, smoking/ vaping. Contact me with few details about yourself.  Thank you. See less']",[],['https://www.facebook.com/marketplace/item/696982995311845/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962646632157991%22%2C%22mf_story_key%22%3A%226487706941257243%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6487706941257243%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65230711909033%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226487706941257243%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1077,"['', 'Veda']","[‘$1,300 / Month‘]",['Location is approximate'],"['Condition', 'New', 'Kelowna, BC', 'Joined Facebook in 2016']",['House for rent'],[],['https://www.facebook.com/marketplace/item/438828648323586/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962646632157991%22%2C%22mf_story_key%22%3A%225671097232939484%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5671097232939484%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65318663805623%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225671097232939484%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1078,"['', 'Room available in 2 bedroom upstairs suite']","['$1,100 / Month']",['Location is approximate'],"['Lake Country, BC', 'Listed over a week ago · Available now', 'House', '2 beds · 2 baths', 'In-unit laundry', 'Unfurnished', 'Lake Country, BC', 'Joined Facebook in 2009']","['My dog and I are looking for a roommate in our two bedroom, two bathroom upstairs suite! You’ll have your own bathroom with a bathtub. The suite has a washer and dryer, a gas stove, fireplace, and lovely lake views. The house has a large deck and backyard that we share with the folks downstairs who own the house. It’s a quiet, welcoming space where we love to cook, chat, play games, and get outdoors. See less']","['Provided by Walk Score®︎', '11 out of 100', '6 out of 100', 'Provided by Walk Score®︎', 'Routes: 23 Lake Country', 'Routes: 23 Lake Country', 'Routes: 23 Lake Country, 32 The Lakes']",['https://www.facebook.com/marketplace/item/390213876343351/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962646632157991%22%2C%22mf_story_key%22%3A%225030066683774671%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5030066683774671%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65320938936795%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225030066683774671%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1079,"['', '2 Beds 1 Bath Apartment']","['$2,500 / Month']","['Kelowna, BC, V1Y 2E1']","['1350 St Paul St, Kelowna, BC', '690 square feet', 'Listed over a week ago · Available 2023/04/01', 'Apartment', '2 beds · 1 bath', '690 square feet', 'AC available', 'Heating available', 'In-unit laundry', 'Garage parking', 'Joined Facebook in 2007']","['Downtown location, Fully furnished  with 1 underground secured parking. This unit is located on the top floor, and it is 2 bedrooms 1 washroom condo. There is 1 queen size bed in one bedroom and 1 double size  bed in another bedroom.\n\nSeasonal Rental period: \nApril and May 2023 ONLY\nUtilities are included with this rental and no smoking and no pets please.\nHigh speed WIFI included in the rental     ( Shaw Cable) See less']",[],['https://www.facebook.com/marketplace/item/499951792070494/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962646632157991%22%2C%22mf_story_key%22%3A%228872200529488467%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8872200529488467%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65351292069062%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228872200529488467%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1080,"['', '1 Bed 1 Bath Apartment']","['$1,350 / Month']","['Lumby, BC, V0E']","['Shuswap Ave, Lumby, BC', 'Listed over a week ago · Available now', 'Apartment', '1 bed · 1 bath', 'Heating available', 'Laundry in building', 'Parking available', 'Joined Facebook in 2021']","['1 Bedroom 1 Bath Apartment in Lumby. \n\nAvailable as early as February 1st, February 15th, or March 1st.\n \nReference required (work and previous landlord).\nPet Negotiable.\nNO Smoking.\n\nWe are looking for a responsible tenant for this newly renovated unit, which comes with a full-size kitchen, bathroom, living room, dining room, and a large bedroom, lots of closet space and a deck.\nParking is available as well. \nPets are not preferred but would be considered. \n\nIf you are interested tell us something about you! What makes you a good tenant and why we should consider you :) See less']",[],['https://www.facebook.com/marketplace/item/841007660527061/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962646632157991%22%2C%22mf_story_key%22%3A%226165538653457781%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6165538653457781%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65356566314676%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226165538653457781%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1081,"['', 'Bouy o boy anti exposure flotation suit']",['$400 / Month'],['Location is approximate'],"['Kelowna, BC', 'Joined Facebook in 2011']","['This is a bouy o boy anti exposure flotation suit, size medium will fit large\nSuit for adventures in -40 degree whether See less']",[],['https://www.facebook.com/marketplace/item/5424690174288531/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962646632157991%22%2C%22mf_story_key%22%3A%225570757356337533%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5570757356337533%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65357763359341%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225570757356337533%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1082,"['', 'Private Room For Rent']",['$850 / Month'],['Location is approximate'],"['Kelowna, BC', '3500 square meters', 'Dog friendly', 'Listed over a week ago · Available now', 'Swimming Pool', 'House', '1 bed · 1 bath', '3500 square meters', 'Central AC', 'Central heating', 'Laundry in building', 'Parking available', 'Unfurnished', '1 month Lease', '4 persons live here', 'Fireplace', 'Basement', 'Microwave', 'Oven', 'Refrigerator', 'Kelowna, BC', 'Joined Facebook in 2010']","['FULLY FURNISHED room in a luxury estate in East Kelowna, complete with pool, hot tub, in-home gym, and more. This particular room is in the basement, which is shared with only one other girl. \n\nExisting roomies are in their 20s & 30s, and it\'s a moderately social house, but definitely not a ""party house."" Though, if you love bad karaoke, Mario Kart, cook nights, and drinks by the fire, we\'re your crew!\n\nWe\'re located in the heart of East Kelowna amidst the wineries, and minutes drive to Gallager\'s Golf Course on a large full half acre property. Because of the slightly more remote and scenic location, public transit is VERY poor out here, and operates every 40 minutes, during the mornings and late afternoon only. Bus route 12. Having your own vehicle is highly recommended.\n\nSmall dog permitted only; but no other pets. No indoor smoking. Available February 1. Deposit is half month\'s rent. Utilities are $100 extra and include heat, hot water, electricity, internet.\n\nDriving Times:\n•• Hiking/Cycling/Climbing Trails: 2 minutes\n•• Golf Course: 2 minutes\n•• Winery: 3 minutes\n•• Okanagan College: 11 minutes\n•• Superstore: 14 minutes\n•• Downtown: 16 minutes\n•• UBCO: 20 minutes\n•• Airport: 22 minutes See less']",[],['https://www.facebook.com/marketplace/item/752093229584034/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%226313382475362719%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6313382475362719%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65370219836997%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226313382475362719%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1083,"['', '3 Beds 3 Baths - Townhouse']","['$3,000 / Month']","['Kelowna, BC, V1W 3L9']","['Mission Springs Cres, Kelowna, BC', 'Listed over a week ago · Available now', 'Townhouse', '3 beds · 3 baths', 'Central AC', 'Central heating', 'In-unit laundry', 'Garage parking', 'Unfurnished', 'Joined Facebook in 2009']","['3 BED PLUS DEN, 3 BATH TOWNHOUSE, GREEN SQUARE IN LOWER MISSION. THIS IS A FANTASTIC LOCATION, CLOSE TO THE HOSPITAL, SHOPPING, THE CAPITAL NEWS CENTER, AND THE BEACH! OPEN LIVING CONCEPT. HARDWOOD FLOORING, S/S APPLIANCES, QUARTZ COUNTERTOPS AND IN SUITE LAUNDRY. THIS UNIT ALSO HAS CENTRAL AIR, 2 PATIOS AND A 2 CAR GARAGE!\n\nAVAIL NOVEMBER 1\n\nNO PETS\nWATER/GARBAGE/RECYCLING INCLUDED IN RENT See less']",[],['https://www.facebook.com/marketplace/item/1652998795096821/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%225660929127328372%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5660929127328372%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65479977852351%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225660929127328372%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1084,"['', 'Downtown Kelowna 2 Bedroom 1.5 Bath']","['$2,400 / Month']","['Kelowna, BC, V1Y 8L6']","['737 Leon Ave, Kelowna, BC', '900 square meters', 'Listed over a week ago · Available now', 'Apartment', '2 beds · 1 bath', '900 square meters', 'AC available', 'Electric heating', 'In-unit laundry', 'Parking available', 'Unfurnished', '1 Year Lease', 'Joined Facebook in 2007']","['Spacious & bright 2 bedroom/ 1.5 bathroom condo located in downtown Kelowna. Lots of storage space & in suite laundry. Access to gym, outdoor pool facilities, separate storage unit & 1 parking spot in covered parkade. $2400 + utilities (water included). A 1 time $200 move in fee as per strata rules. No smoking & no pets. \nMinimum 1 year lease required. \n\nOther requirements: \nProfessional references See less']",[],['https://www.facebook.com/marketplace/item/2851451365163612/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%225318763831506070%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5318763831506070%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65589888591611%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225318763831506070%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1085,"['', '2 Beds 2 Baths House']","['$12,345 / Month']","['Central Okanagan, BC, V1Z 3R8']","['La Casa Westside Road Kelowna, Central Okanagan, BC', '1100 square feet', 'Dog friendly', 'Listed over a week ago · Available now', 'House', '2 beds · 2 baths', '1100 square feet', 'Central AC', 'Central heating', 'In-unit laundry', 'Parking available', 'Joined Facebook in 2019']","['Short term rental, check out The Nest!\n\nBeautiful Resort, detached house for summer memories!\n\nVRBO link below\n\nhttps://www.vrbo.com/en-ca/cottage-rental/p9591568?noDates=true&uni_id=8671370\n\n\nTwo Beds, Two Baths plus pull out.\n\n\nWelcome to The Nest at La Casa Resort in the beautiful Okanagan Valley. As you enter The Nest, you are welcomed into the well appointed kitchen complete with stainless steel appliances and breakfast bar. From the kitchen there is a large, open concept dining and living area with vaulted ceilings. The living room features ample seating with a pullout couch and a Smart TV so you can login and stream your favourite shows and movies or choose from the extensive DVD library.\n\nThe resort has a full aqua private aqua park, mini golf, two pools and hot tubs as well as endless off road, hiking, or biking trails!\n\nBook your stay today to create lasting memories!\n\nMention the FB ad, and we will provide a $50 credit per week stay! See less']",[],['https://www.facebook.com/marketplace/item/1207960566772366/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%228622475887824088%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A8622475887824088%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.655991446665%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%228622475887824088%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1086,"['', '1 室1 卫 - 租赁式公寓']","['$1,360 / Month']","['Kelowna, BC, V1X 3K8']","['345 Dougall Rd N, Kelowna, BC', '313 square meters', 'Listed over a week ago · Available now', 'Bike Parking', 'Elevator', 'Roof Deck', 'Secured Entry', 'Apartment', '1 bed · 1 bath', '313 square meters', 'AC available', 'Electric heating', 'In-unit laundry', 'Parking available', 'Unfurnished', '1+ Years Lease', 'Balcony', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Joined Facebook in 2014']","['This newly furnished studio is a corner unit in the unik-town building. It has the individual controlled cooling/heating systems, private balcony and a roof-top deck. \n\nUniK-Town is designed to make the most of the Rutland Central District which is in a short walking distance to Plaza 33 Shopping Centre, Willow Park Shopping Centre, Rutland Centennial Park, Rutland Lions Park, Ben Lee Park, Rutland Middle School, Rutland Senior Secondary, YMCA, a number of coffee shops, restaurants and personal services. UniK-Town is also a short 12-Minutes bus ride away from the UBCO. \nContain one ground parking lot. \n\nRental terms: \nAvailable from February 1. \nLong term rental. \n$1360/month. \nWater included. \nTenant pays for electricity and wifi. \nSorry, no pets. \nNo smoking, drugs, or vaping permitted in or on the property. See less']",[],['https://www.facebook.com/marketplace/item/1008350767219515/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%225742542332519341%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5742542332519341%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65652879378119%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225742542332519341%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1087,"['', '1 Bed 1 Bath Apartment']","['$1,800 / Month']",['Location is approximate'],"['Kelowna, BC', '750 square feet', 'Listed over a week ago · Available now', 'Apartment', '1 bed · 1 bath', '750 square feet', 'Central AC', 'Central heating', 'In-unit laundry', 'Off-street parking', 'Kelowna, BC', 'Joined Facebook in 2019']","['2 minute walk to desirable Sarson’s Beach!\n\n750 Sq Ft. Beautiful and modern basement suite. Side house excavated, so still gets lots of natural light.\n\nOutdoor patio, with space available for a garden.\n\nFully Furnished\n\nLaundry in Suite\n\nStorage in Suite\n\nUtilities Included (Water,Heat,A/C,Internet)\n\nParking for 1 Vehicle Included\n\nSorry, no pets. No Smoking/Vaping inside or on the property.\n\nAvailable Immediately,\n\nReferences Required.\n\nThanks for looking! See less']",[],['https://www.facebook.com/marketplace/item/1306232836823067/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%225516586445130011%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5516586445130011%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65767224380249%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225516586445130011%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1088,"['', '1 Bed 1 Bath - Apartment']","['$1,450 / Month']","['Central Okanagan, BC, V1Z 3T2']","['2715 N Westside Rd, Central Okanagan, BC', 'Cat friendly', 'Listed over a week ago', 'Apartment', '1 bed · 1 bath', 'Laundry available', 'Unfurnished', 'Joined Facebook in 2011']",['Condo at \nOk lake resort \nCompletely furnished \nShort term jan to june  '],[],['https://www.facebook.com/marketplace/item/582108213751339/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%225768165003276148%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5768165003276148%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65827427711971%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225768165003276148%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1089,"['', '1 Bed 2 Baths House']",['$815 / Month'],"['Kelowna, BC, V1Y 3E1']","['2580 Grenfell Rd, Kelowna, BC', 'Listed over a week ago', 'House', '1 bed · 2 baths', 'Joined Facebook in 2019']","['One furnished room is available in this beautiful all Female, shared house in Kelowna. We are looking for one Female to join our group.\nA 7 minute walk from Okanagan Collage, 3 1/2 blocks from the nearest beach, 2 1/2 blocks from Pandosy Village with lots of shopping, restaurants/pubs and minutes from the hospital.\nWalk everywhere!\n\nThis cute, charming, midsized room, has a generous closet & is fully furnished plus a coffee & toast bar with a small but large capacity fridge. It looks south, giving it beautiful sun for most of the day.\n\n This room is very well suited to a student or working professional, no need for a car!\n\n2 shared bathrooms, a common TV/living room, kitchen & laundry. \nA beautiful yard with a large patio & a peaceful place to sit at the table & benches built around the hazelnut tree, great place for relaxing, studying, or eating on a nice sunny day.\n\nThis cute, charming, midsized room is available now for $815 per month plus $50 towards utilities & $25 towards wifi.\n\nCable vision & some utilities are included.\n\nThis is a friendly, No smoking, No vaping, No drug, no drama, all Female house looking for a clean, chill & happy Female to join our friendly all Female group. \nsingle occupancy only.\nSorry, No pets\n( more pics by request ) See less']","['Provided by Walk Score®︎', '66 out of 100', '46 out of 100', '91 out of 100', 'Provided by Walk Score®︎', 'Routes: 5 Gordon', 'Routes: 5 Gordon', 'Routes: 1 Lakeshore, 8 University / OK College']",['https://www.facebook.com/marketplace/item/287628116802930/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%225334104400037309%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5334104400037309%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65831322635125%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225334104400037309%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1090,"['', '1 Bed 1 Bath House']",['$850 / Month'],"['Kelowna, BC, V1Y 4P9']","['Kelowna, BC, Canada, Kelowna, BC', 'Listed over a week ago · Available now', 'House', '1 bed · 1 bath', 'Central heating', 'In-unit laundry', 'Unfurnished', 'Joined Facebook in 2012']","['Single room with own bathroom for rent.  Located in bright semi- basement.  Very private and safe. Rent includes utilities and Internet.  Good for student or single person. No couples please.  Laundry is shared and kitchen is shared.\n\nLocated in Rutland South.  5 minute walk to bus number 11.  15 minute walk to bus #8.  \n\nNo smoking or parties.  Looking for quiet respectful person. There is already a cat and dog, so another pet is not a great fit. See less']",[],['https://www.facebook.com/marketplace/item/1380737442669393/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747962508968146974%22%2C%22mf_story_key%22%3A%226464997970181659%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6464997970181659%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.65949189846196%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226464997970181659%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1091,"['', '3 Beds 3 Baths - House']",['$500 / Month'],"['Central Okanagan, BC, V1Z 3R8']","['6834 Madrid Way, Central Okanagan, BC', '1300 square meters', 'Dog friendly', 'Listed over a week ago · Available 2023/05/15', 'House', '3 beds · 3 baths', '1300 square meters', 'In-unit laundry', 'Garage parking', 'Unfurnished', 'Joined Facebook in 2009']","['Short term rental at Lacasa lakeside resort near West Kelowna. June-Sept 500/night, sleeps 8. ']",[],['https://www.facebook.com/marketplace/item/1095906351806061/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747951104467064671%22%2C%22mf_story_key%22%3A%226233065396744019%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6233065396744019%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.66094848870905%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226233065396744019%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1092,"['', '1 Bed 1 Bath - House']",['$750 / Month'],"['Vernon, BC, V1T 7P9']","['1705 45th St, Vernon, BC', 'Listed over a week ago · Available now', 'House', '1 bed · 1 bath', 'AC available', 'Central heating', 'Laundry available', 'Street parking', 'Unfurnished', 'Cable TV', 'Joined Facebook in 2009']","['Room available for rent Includes access to kitchen, laundry, all utilities, WIFI, Cable box., and their own mini-fridge. Female preferred. \n\nAvailable March 1, the room and a bathroom is on top floor away from main level. Close to bus stop, grocery shopping, and Kin beach Quiet individual, no smoking, or partying. \n\nMust like animals there are already dogs and cats in the house. See less']",[],['https://www.facebook.com/marketplace/item/511234344262901/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747951104467064671%22%2C%22mf_story_key%22%3A%226419420758090956%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A6419420758090956%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.66149119104668%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%226419420758090956%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1093,"['', 'Okanagan falls furnished holiday weekly rental furnished']","['$123,456 / Month']","['Okanagan-Similkameen, BC, V0H 1R1']","['Peachcliff Dr, Okanagan-Similkameen, BC', '1200 square meters', 'Dog and cat friendly', 'Listed over a week ago · Available now', 'Apartment', '2 beds · 1 bath', '1200 square meters', 'Laundry available', 'Unfurnished', 'Joined Facebook in 2010']",['Okanagan Falls Weekly rental $700/wk\n[hidden information] '],"['Provided by Walk Score®︎', '1 out of 100', '8 out of 100']",['https://www.facebook.com/marketplace/item/1149011259224414/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747951104467064671%22%2C%22mf_story_key%22%3A%227389686481105858%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A7389686481105858%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.66176647892271%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%227389686481105858%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
1094,"['', '2 Beds 2 Baths - Apartment']","['$1,925 / Month']",['Location is approximate'],"['Kelowna, BC', 'Listed over a week ago · Available now', 'Apartment', '2 beds · 2 baths', 'In-unit laundry', 'Unfurnished', '1 Year Lease', 'Kelowna, BC', 'Joined Facebook in 2009']","['AVAIL JAN 1\n\nFURNISHED , South facing, bright 2 bedroom, 2 bathroom condo in U8 , walking distance to the University!\nFlexible lease, short or 1 year lease call to disuss\n\nSplit bedrooms\nIn suite laundry\nS/S Appliances\nA/C\nLarge patio\nFully furnished (bring your own linens)\nUtilities included (cap on electric bill)\n\nComes with one covered parking stall \n\nSorry NO PETS\nTenant Insurance required See less']",[],['https://www.facebook.com/marketplace/item/569794594964324/?ref=category_feed&referral_code=undefined&referral_story_type=listing&tracking=%7B%22qid%22%3A%22-4747951104467064671%22%2C%22mf_story_key%22%3A%225619176298198867%22%2C%22commerce_rank_obj%22%3A%22%7B%5C%22target_id%5C%22%3A5619176298198867%2C%5C%22target_type%5C%22%3A0%2C%5C%22primary_position%5C%22%3A-1%2C%5C%22ranking_signature%5C%22%3A0%2C%5C%22commerce_channel%5C%22%3A504%2C%5C%22value%5C%22%3A-0.66294724920576%2C%5C%22candidate_retrieval_source_map%5C%22%3A%7B%5C%225619176298198867%5C%22%3A204%7D%7D%22%2C%22ftmd_400706%22%3A%22111112l%22%7D']
