,name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area
1011,room for rent,1150,"kelowna, bc, v1y 9y9",Apartment/Condo,2,2,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1150
1012,studio 1 bath house,2500,"west kelowna, bc, v4t 1w1",House,1,1,Not specified,gas heating,parking available,Not specified,unfurnished,No pets,2400
1013,3 beds 1 bath house,2750,"kelowna, bc, v1y 5p6",House,3,1,in-unit laundry,electric heating,parking available,Not specified,unfurnished,dog and cat friendly,1200
1014,1 bed 1 bath apartment,520,"kelowna, bc",Apartment/Condo,1,1,laundry in building,heating available,Not specified,ac available,unfurnished,No pets,932
1015,2 beds 2 baths house,815,"kelowna, bc, v1y",House,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1016,1 bed 1 bath apartment,1000,"kelowna, bc, v1x 3x9",Apartment/Condo,1,1,in-unit laundry,heating available,street parking,ac available,unfurnished,No pets,932
1017,3 beds 2 baths apartment,3395,"kelowna, bc, v1v 2w7",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1150
1018,2 beds 1 bath house,2395,"kelowna, bc, v1y 2b7",House,2,1,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,1200
1019,2 beds 2 baths apartment,3000,"kelowna, bc, v1y 2e4",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,central ac,Not specified,No pets,871
1020,private room for rent,2200,"kelowna, bc, v1w 3n8",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,932
1021,2室2卫 租赁式公寓,1950,"kelowna, bc, v1v 0e3",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
1022,2 bedroom fully furnished condo for rent,2300,"west kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100
1023,1 bed 1 bath apartment,2200,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,519
1024,3 beds 2 baths house,3195,"kelowna, bc, v1y 5g6",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1025,1 bed 1 bath apartment,1000,"kelowna, bc, v1v 0a3",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,cat friendly,932
1026,1 bed 1 bath apartment,2950,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,600
1028,3 beds 2 baths apartment,2800,"kelowna, bc",Apartment/Condo,3,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1100
1029,1 bed 1 bath apartment,3900,"kootenay boundary, bc, v0h",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
1030,1 bed 1 bath apartment,1450,"kelowna, bc, v1x 1m9",Apartment/Condo,1,1,laundry in building,Not specified,street parking,Not specified,Not specified,No pets,932
1031,2 beds 2 baths apartment,2200,"west kelowna, bc, v4t 3j3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,unfurnished,No pets,1000
1032,2 beds 2 baths house,2500,"central okanagan, bc, v1z",House,2,2,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,1200
1033,5 beds 4 5 baths house,10000,"kelowna, bc, v1w 5m6",House,5,4,in-unit laundry,Not specified,garage parking,central ac,unfurnished,No pets,1200
1034,1 bed 1 bath apartment,895,"kelowna, bc, v1x 3x6",Apartment/Condo,1,1,laundry in building,Not specified,parking available,Not specified,Not specified,No pets,932
1035,2 beds 1 bath apartment,2000,"kelowna, bc, v1v 2r1",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,900
1036,private room for rent,900,"kelowna, bc, v1x 1k1",House,1,1,laundry in building,Not specified,street parking,central ac,unfurnished,No pets,1200
1037,1 bed 1 bath house,700,"west kelowna, bc",House,1,1,in-unit laundry,heating available,street parking,Not specified,Not specified,No pets,440000
1038,1 bed 1 bath house,800,"kelowna, bc, v1x 2p4",House,1,1,laundry in building,gas heating,parking available,ac available,Not specified,dog friendly,1200
1039,2 beds 2 baths apartment,2650,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,ac available,unfurnished,dog and cat friendly,1000
1040,2 beds 2 baths house,800,"kelowna, bc, v1x",House,2,2,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200
1041,1 bed 1 bath apartment,1200,"lumby, bc, v0e 0b3",Apartment/Condo,1,1,laundry available,electric heating,Not specified,Not specified,Not specified,No pets,650
1042,2 beds 1 bath apartment,1050,"kelowna, bc, v1y 4v3",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
1044,2 beds 1 bath house,2200,"west kelowna, bc, v1z 3b9",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1250
1045,1 bed 1 bath house,900,"kelowna, bc, v1y 7x3",House,1,1,in-unit laundry,heating available,street parking,ac available,Not specified,dog friendly,1000
1046,private room for rent,1000,"west kelowna, bc",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1047,2 beds 1 bath house,2200,"kelowna, bc, v1v 2r1",House,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1000
1048,3 beds 3 baths townhouse,4000,"kelowna, bc",Townhouse,3,3,laundry available,gas heating,garage parking,ac available,unfurnished,No pets,2000
1049,3 beds 2 baths house,1850,"central okanagan, bc, v1z 3r8",House,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1050,1 bed 1 bath flat,1500,"kelowna, bc, v1w 3k7",Apartment/Condo,1,1,laundry in building,Not specified,parking available,ac available,Not specified,No pets,250
1051,2 yatak odası 1 banyo sıra ev,950,"kelowna, bc, v1x 3s6",Townhouse,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog friendly,1371
1052,executive condo,3500,"kelowna, bc",Townhouse,4,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,2700
1054,出租单间,1100,"kelowna, bc, v1y 3b8",Townhouse,3,2,Not specified,central heating,garage parking,central ac,unfurnished,No pets,1371
1055,bedroom for rent,800,"central okanagan, bc",House,2,1,laundry available,gas heating,parking available,central ac,unfurnished,No pets,1200
1056,3 beds 3 baths apartment,867,"kelowna, bc",Apartment/Condo,3,3,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
1057,commercial office save for rent,875,"kelowna, bc, v1y 2b5",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1058,furnished bedroom in shared house,850,"kelowna, bc, v1w 3m5",House,4,2,in-unit laundry,electric heating,street parking,central ac,furnished,No pets,1200
1059,2 beds 2 baths apartment,2500,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,heating available,street parking,ac available,Not specified,No pets,900
1060,2 beds 1 bath house,2400,"central okanagan, bc",House,2,1,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,1200
1061,1 bed 1 bath apartment,2250,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,heating available,garage parking,ac available,unfurnished,dog friendly,932
1062,private room for rent,1250,"kelowna, bc, v1v 0b3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,unfurnished,dog and cat friendly,932
1063,studio parking laundry long term downtown,1900,"kelowna, bc, v1y 0h1",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,932
1064,2 beds 1 bath house,1700,"vernon, bc, v1b",House,2,1,in-unit laundry,central heating,Not specified,central ac,Not specified,No pets,1150
1065,2 beds 1 bath house,2150,"kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1200
1066,2 beds 2 baths townhouse,2700,"kelowna, bc, v1v",Townhouse,2,2,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1371
1067,private room for rent,1100,"kelowna, bc",Apartment/Condo,2,1,laundry in building,electric heating,street parking,ac available,furnished,No pets,932
1068,private room for rent,850,"kelowna, bc",House,1,1,Not specified,central heating,Not specified,Not specified,unfurnished,No pets,1200
1069,2 beds 2 baths apartment,2200,"west kelowna, bc, v4t 2z9",Apartment/Condo,2,2,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,813
1070,1 bed 1 bath house,800,"kelowna, bc, v1x 2p4",House,1,1,laundry available,gas heating,street parking,ac available,Not specified,dog friendly,1200
1071,2 beds 2 baths apartment,2100,"peachland, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1244
1072,2 beds 1 bath house,3500,"kelowna, bc, v1w",House,2,1,Not specified,Not specified,parking available,Not specified,Not specified,No pets,1200
1073,3 beds 2 baths house,3250,"west kelowna, bc, v4t",House,3,2,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,2000
1074,private room for rent,1095,"kelowna, bc, v1y 6l8",Apartment/Condo,3,1,in-unit laundry,electric heating,street parking,ac available,furnished,No pets,1200
1075,2 beds 2 baths apartment,2300,"kelowna, bc, v1y 9w1",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,No pets,932
1076,1 bed 1 bath apartment,1300,"vernon, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
1077,veda,1300,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,932
1078,room available in 2 bedroom upstairs suite,1100,"lake country, bc",House,2,2,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1079,2 beds 1 bath apartment,2500,"kelowna, bc, v1y 2e1",Apartment/Condo,2,1,in-unit laundry,heating available,garage parking,ac available,Not specified,No pets,690
1080,1 bed 1 bath apartment,1350,"lumby, bc, v0e",Apartment/Condo,1,1,laundry in building,heating available,parking available,Not specified,Not specified,No pets,932
1082,private room for rent,850,"kelowna, bc",House,1,1,laundry in building,central heating,parking available,central ac,unfurnished,dog friendly,3500
1083,3 beds 3 baths townhouse,3000,"kelowna, bc, v1w 3l9",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1371
1084,downtown kelowna 2 bedroom 1 5 bath,2400,"kelowna, bc, v1y 8l6",Apartment/Condo,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,900
1085,2 beds 2 baths house,12345,"central okanagan, bc, v1z 3r8",House,2,2,in-unit laundry,central heating,parking available,central ac,Not specified,dog friendly,1100
1086,1 室1 卫 租赁式公寓,1360,"kelowna, bc, v1x 3k8",Apartment/Condo,1,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,313
1087,1 bed 1 bath apartment,1800,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,750
1088,1 bed 1 bath apartment,1450,"central okanagan, bc, v1z 3t2",Apartment/Condo,1,1,laundry available,Not specified,Not specified,Not specified,unfurnished,cat friendly,932
1089,1 bed 2 baths house,815,"kelowna, bc, v1y 3e1",House,1,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1090,1 bed 1 bath house,850,"kelowna, bc, v1y 4p9",House,1,1,in-unit laundry,central heating,Not specified,Not specified,unfurnished,No pets,1200
1091,3 beds 3 baths house,500,"central okanagan, bc, v1z 3r8",House,3,3,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,dog friendly,1300
1092,1 bed 1 bath house,750,"vernon, bc, v1t 7p9",House,1,1,laundry available,central heating,street parking,ac available,unfurnished,No pets,1200
1094,2 beds 2 baths apartment,1925,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,932
1095,1 bed 1 bath apartment,1100,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,cat friendly,800
1096,beautiful 1 bedroom fully furnished suite,1950,"kelowna, bc, v1w 1n4",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,932
1097,2 beautiful offices for rent,650,"penticton, bc",Apartment/Condo,1,1,Not specified,gas heating,parking available,central ac,unfurnished,No pets,224
1098,3 beds 1 bath house,2500,"penticton, bc, v2a 6t6",House,3,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1099,private room for rent,800,"kelowna, bc",House,1,1,laundry in building,Not specified,parking available,Not specified,unfurnished,No pets,1200
1100,studio 0 baths house,3000,"summerland, bc, v0h 1z2",House,1,0,Not specified,electric heating,parking available,central ac,unfurnished,No pets,2200
1101,3 beds 3 baths townhouse,1000,"kelowna, bc, v1x 4e5",Townhouse,3,3,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371
1102,3 beds 1 bath townhouse,2450,"vernon, bc",Townhouse,3,1,in-unit laundry,central heating,street parking,Not specified,Not specified,cat friendly,1200
1103,6 beds 6 baths house,8000,"west kelowna, bc",House,6,6,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,5800
1104,3 beds 1 5 baths house,3250,"kelowna, bc, v1x 2v9",House,3,1,in-unit laundry,Not specified,parking available,Not specified,Not specified,dog and cat friendly,1200
1105,2 beds 2 baths apartment,1150,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,furnished,cat friendly,1100
1106,3 beds 3 baths apartment,867,"kelowna, bc, v1v",Apartment/Condo,3,3,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,932
1107,1 bed 2 baths townhouse,600,"west kelowna, bc",Townhouse,1,2,Not specified,central heating,parking available,central ac,unfurnished,No pets,1371
1108,private room for rent,900,"kelowna, bc",House,2,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,1200
1109,2 beds 1 bath house,2000,"west kelowna, bc",House,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1110,mobile home for rent,2000,"coldstream, bc",House,2,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,cat friendly,1200
1111,2 beds 2 baths apartment,2400,"kelowna, bc, v1v 0a5",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
1113,2 beds 2 baths apartment,850,"kelowna, bc, v1y",Apartment/Condo,2,2,in-unit laundry,electric heating,street parking,Not specified,Not specified,No pets,932
1114,2 beds 2 baths apartment,2250,"kelowna, bc, v1v 2e6",Apartment/Condo,2,2,in-unit laundry,gas heating,garage parking,Not specified,unfurnished,No pets,890
1115,private room for rent,1000,"west kelowna, bc",House,1,1,in-unit laundry,heating available,parking available,central ac,furnished,No pets,1800
1116,abbott st  4 bedroom,4000,"kelowna, bc, v1y 1a9",House,4,2,laundry in building,central heating,parking available,central ac,unfurnished,No pets,2000
1117,private room for rent,925,"kelowna, bc, v1y 6x4",House,1,1,laundry in building,Not specified,street parking,Not specified,unfurnished,No pets,1200
1118,2 beds 2 baths apartment,2500,"west kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,900
1119,3 beds 2 baths house,990,"kelowna, bc, v1x 3s6",House,3,2,in-unit laundry,central heating,Not specified,ac available,unfurnished,No pets,1200
1120,private room for rent,950,"coldstream, bc",House,3,1,Not specified,heating available,street parking,ac available,furnished,No pets,2600
1121,1 bed 1 bath apartment,2300,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,600
1122,2 beds 1 bath house,900,"kelowna, bc, v1y",House,2,1,laundry in building,Not specified,parking available,Not specified,Not specified,No pets,1200
1123,2 beds 1 bath house,1900,"kelowna, bc, v1p 1m8",House,2,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,650
1124,upper floor,2200,"kelowna, bc",House,2,1,laundry available,gas heating,parking available,ac available,unfurnished,No pets,1200
1125,room for rent 5 minute drive to ubco,950,"kelowna, bc, v1v 1w4",House,1,1,laundry in building,Not specified,street parking,Not specified,unfurnished,No pets,1200
1126,2 beds 2 baths apartment,825,"kelowna, bc, v1v 2c5",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,111
1127,beautiful extra lgr one bedroom house for rent,2000,"lake country, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1100
1128,4 beds 1 bath house,3300,"west kelowna, bc, v4t 1r2",House,4,1,in-unit laundry,heating available,street parking,ac available,Not specified,dog and cat friendly,1400
1129,room for rent cozy in large house,740,"west kelowna, bc",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1130,1 bed 1 bath house,800,"kelowna, bc",House,1,1,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,1200
1131,2 beds 2 baths apartment,2500,"kelowna, bc, v1y 9w7",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,900
1133,3 beds 3 baths townhouse,4000,"kelowna, bc, v1v 0a4",Townhouse,3,3,laundry available,gas heating,garage parking,central ac,unfurnished,No pets,2000
1134,2 beds 1 bath house,2250,"penticton, bc",House,2,1,in-unit laundry,central heating,parking available,Not specified,unfurnished,No pets,1200
1135,bedroom for rent in lower mission suite,900,"kelowna, bc, v1y 5g8",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1136,4 beds 3 baths townhouse,950,"kelowna, bc, v1y",Townhouse,4,3,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1400
1137,3 beds 2 baths room only,950,"kelowna, bc, v1x 1m2",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1138,1 bed 1 bath apartment,1450,"central okanagan, bc, v1z",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
1139,one bedroom for rent in two bedroom apartment,1000,"kelowna, bc, v1w 3p3",Apartment/Condo,2,2,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,932
1140,2 beds 2 baths apartment,2200,"west kelowna, bc, v1z 2h2",Apartment/Condo,2,2,in-unit laundry,Not specified,parking available,central ac,unfurnished,dog and cat friendly,1500
1141,4 beds 3 baths townhouse,5250,"vernon, bc, v1h 1z7",Townhouse,4,3,in-unit laundry,central heating,garage parking,central ac,Not specified,dog and cat friendly,3000
1142,winter rental in amazing location,3000,"kelowna, bc",House,3,1,laundry in building,central heating,street parking,central ac,unfurnished,dog and cat friendly,1150
1143,2 beds 2 baths apartment condo,2250,"kelowna, bc, v1v 2r6",Apartment/Condo,2,2,in-unit laundry,Not specified,parking available,Not specified,Not specified,No pets,932
1144,1 bed 1 bath house,840,"penticton, bc",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200
1145,2 beds 2 baths apartment,2500,"west kelowna, bc",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,ac available,unfurnished,No pets,880
1146,2 beds 2 baths apartment,3500,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1480
1147,2 beds 1 bath house,2500,"kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,850
1148,2室2卫 独立宅院,2000,"west kelowna, bc",House,2,2,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,1200
1149,3 beds 2 baths townhouse,3300,"penticton, bc, v2a 4v8",Townhouse,3,2,Not specified,central heating,parking available,central ac,unfurnished,dog and cat friendly,1371
1150,1 bed 1 bath apartment,2000,"okanagan-similkameen, bc, v0h 1r4",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,800
1151,private room for rent,1350,"west kelowna, bc, v1z 1y4",House,1,2,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200
1152,1 bed 1 bath house,1425,"west kelowna, bc",House,1,1,laundry in building,central heating,Not specified,central ac,unfurnished,dog friendly,1200
1153,2 beds 1 bath apartment,2000,"vernon, bc, v1t",Apartment/Condo,2,1,laundry in building,central heating,street parking,ac available,Not specified,No pets,1100
1154,1 bed 1 bath apartment,2075,"north okanagan, bc",Apartment/Condo,1,1,laundry available,electric heating,parking available,ac available,Not specified,dog and cat friendly,400
1155,2 beds 1 bath house,2200,"kelowna, bc, v1x 1s2",House,2,1,laundry available,gas heating,garage parking,ac available,unfurnished,No pets,1200
1156,2 beds 2 baths apartment,2400,"kelowna, bc, v1y 9z2",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,Not specified,No pets,855
1157,1 bed 2 baths townhouse,800,"west kelowna, bc",Townhouse,1,2,Not specified,central heating,parking available,central ac,unfurnished,No pets,1371
1158,1 bed 1 bath house,1000,"kelowna, bc, v1x 2k7",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1159,private room for rent,800,"kelowna, bc, v1y 9j9",House,4,2,Not specified,central heating,Not specified,central ac,furnished,No pets,1200
1160,2 beds 2 baths apartment,2200,"kelowna, bc, v1v",Apartment/Condo,2,2,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,1076
1161,2 beds 2 baths apartment,2400,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1500
1162,female roommate wanted one bedroom for rent in two bedroom apartment,1000,"kelowna, bc, v1w 3p3",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,932
1163,1 bed 1 bath house,1900,"kelowna, bc, v1p",House,1,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1200
1164,1 bed 1 bath apartment,1800,"kelowna, bc, v1y 9k5",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,central ac,unfurnished,No pets,800
1165,3 beds 1 bath house,2500,"west kelowna, bc, v4t 2h7",House,3,1,in-unit laundry,electric heating,garage parking,Not specified,unfurnished,No pets,2000
1166,1 bed 1 bath apartment,2500,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,950
1168,3 beds 2 baths townhouse,3300,"west kelowna, bc",Townhouse,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1000
1169,1 bed 2 baths townhouse,950,"kelowna, bc",Townhouse,1,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371
1170,1 bed 1 bath apartment available april1 2023 fully furnished,2650,"kelowna, bc, v1y 0j8",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,640
1171,3 beds 2 baths house,1042,"kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,1200
1172,1 bed 2 baths apartment,2200,"penticton, bc",Apartment/Condo,1,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1100
1173,west kelowna  wine country house for rent,4300,"west kelowna, bc, v1z 3a6",House,4,3,laundry in building,central heating,garage parking,central ac,unfurnished,dog and cat friendly,2800
1174,private room for rent,800,"west kelowna, bc, v4t 2c3",House,5,2,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,1200
1175,private room for rent,950,"kelowna, bc, v1y 1k7",House,3,1,in-unit laundry,electric heating,street parking,Not specified,furnished,No pets,1200
1177,4 beds 2 baths house,4800,"west kelowna, bc, v4t 1v1",House,4,2,in-unit laundry,heating available,garage parking,ac available,Not specified,dog and cat friendly,1800
1178,2 beds 1 bath house,1400,"kelowna, bc",House,2,1,Not specified,central heating,parking available,central ac,unfurnished,cat friendly,1200
1180,2 beds 1 bath house,2000,"kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,960
1181,1 bed 1 bath house,895,"okanagan-similkameen, bc",House,1,1,laundry in building,central heating,street parking,central ac,furnished,No pets,1200
1182,2 beds 2 baths house,2250,"west kelowna, bc, v4t 1x3",House,2,2,in-unit laundry,gas heating,garage parking,central ac,Not specified,No pets,1200
1183,1 bed 1 bath house,800,"west kelowna, bc, v4t 2j9",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1350
1184,3 beds 3 baths townhouse,3995,"vernon, bc, v1h 1z2",Townhouse,3,3,in-unit laundry,Not specified,street parking,central ac,Not specified,No pets,1958
1185,1 bed 1 bath apartment,1950,"kelowna, bc",Room,1,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,1100
1188,2bdr basement suite,1800,"central okanagan, bc, v1p 1j8",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1189,1 bed 1 bath house,1320,"kelowna, bc, v1x 4e8",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200
1190,2 beds 2 baths apartment,3100,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1450
1192,rooms with kitchenette,2000,"kelowna, bc, v1x 6r2",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1193,one bedroom ensuite for rent in glenmore,800,"kelowna, bc",House,1,1,laundry available,central heating,parking available,central ac,unfurnished,No pets,1200
1194,2 beds 2 baths flat,2000,"west kelowna, bc",Apartment/Condo,2,2,laundry in building,heating available,parking available,ac available,Not specified,No pets,700
1195,2 beds 3 baths townhouse,1300,"lake country, bc",Townhouse,2,3,in-unit laundry,central heating,street parking,central ac,furnished,No pets,1950
1196,2 bedroom,1400,"kelowna, bc",Townhouse,2,1,laundry available,central heating,parking available,central ac,unfurnished,No pets,1371
1197,studio 1 bath apartment,2000,"north okanagan, bc, v1b",Apartment/Condo,1,1,laundry in building,Not specified,parking available,Not specified,Not specified,dog and cat friendly,932
1198,2 beds 2 baths flat,2800,"kelowna, bc, v1y 9z3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1000
1199,1 bed 1 bath room only,1050,"kelowna, bc",Townhouse,1,1,laundry available,gas heating,Not specified,Not specified,unfurnished,No pets,1371
1200,2 beds 2 baths house,2700,"kelowna, bc, v1y",House,2,2,laundry in building,Not specified,Not specified,Not specified,Not specified,dog friendly,1200
1201,2 beds 1 bath house,3000,"lake country, bc",House,2,1,in-unit laundry,gas heating,parking available,central ac,Not specified,dog friendly,1300
1202,private room for rent,1000,"kelowna, bc",Townhouse,1,1,Not specified,heating available,street parking,ac available,unfurnished,No pets,1371
1203,private room for rent,1350,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,Not specified,central ac,furnished,No pets,800
1204,room for rent,1000,"kelowna, bc",House,1,1,in-unit laundry,Not specified,parking available,ac available,unfurnished,No pets,1200
1205,6 beds 2 baths house,900,"kelowna, bc",House,6,2,laundry available,Not specified,street parking,Not specified,Not specified,dog and cat friendly,2156
1206,1 bed 1 bath house,950,"kelowna, bc, v1y 3x4",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1207,3 beds 2 baths house,2800,"west kelowna, bc, v4t 2m7",House,2,1,in-unit laundry,heating available,parking available,central ac,unfurnished,No pets,1700
1208,2 beds 2 baths apartment,2800,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,800
1209,2 beds 2 baths apartment,2500,"kelowna, bc, v1x 4p5",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,dog and cat friendly,1037
1211,private room for rent,1600,"vernon, bc",House,1,1,laundry available,gas heating,parking available,ac available,furnished,No pets,1200
1212,2 beds 2 baths apartment,3900,"kelowna, bc, v1y 0j6",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,1132
1213,2 beds 1 bath house,2250,"kelowna, bc, v1v 1z9",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
