name,price,address,Type,nbeds,nbath,laundry,heating,parking,air_conditioner,furnished,animal_friendly,Area
2 beds 1 bath house,2200,"kelowna, bc, v1w 3y5",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,900
2 beds 2 baths house,3300,"west kelowna, bc, v4t 1y6",House,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1200
furnished room in well appointed townhouse,850,"kelowna, bc",Townhouse,3,2,Not specified,Not specified,Not specified,Not specified,furnished,No pets,1371
5 beds 2 baths townhouse,850,"kelowna, bc, v1x 2p5",Townhouse,5,2,in-unit laundry,central heating,parking available,ac available,unfurnished,No pets,1371
rooms for rent,750,"kelowna, bc, v1p 1g4",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
taking applications for 4bed 3bath house jan1 april30,3000,"lake country, bc, v4v 1m2",House,4,3,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1 bed 1 bath house,1000,"kelowna, bc, v1x 7l2",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1200
1 bed 1 bath house,657,"west kelowna, bc, v4t 3c5",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200
2 beds 2 baths apartment,2500,"kelowna, bc, v1v",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,central ac,unfurnished,dog and cat friendly,1200
1 bed 1 bath house,1155,"kelowna, bc, v1y 4r9",House,1,1,laundry available,central heating,parking available,central ac,Not specified,dog and cat friendly,1200
4 beds 2 5 baths house,1234,"okanagan-similkameen, bc",House,4,2,laundry in building,Not specified,parking available,Not specified,unfurnished,No pets,2000
3 beds 2 baths house,3000,"west kelowna, bc, v1z 1m9",House,3,2,in-unit laundry,gas heating,garage parking,Not specified,Not specified,No pets,2800
two bedroom top floor suite pet friendly,2000,"kelowna, bc, v1x",Apartment/Condo,2,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,600
private room for rent,1100,"penticton, bc",Room,1,1,Not specified,gas heating,parking available,ac available,unfurnished,dog friendly,150
1 bed 1 bath house,1000,"kelowna, bc, v1p 1k5",House,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,1200
3 bedroom main floor for rent,2900,"kelowna, bc",Apartment/Condo,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
beautiful fully furnished pet friendly 2bd 2bth condo at big white available apr 15 nov 15 only,1800,"kootenay boundary, bc, v0h",Apartment/Condo,2,2,in-unit laundry,electric heating,parking available,Not specified,unfurnished,dog and cat friendly,910
3 beds 1 bath sarsons beach,2800,"kelowna, bc, v1w 1g7",House,3,1,laundry in building,gas heating,street parking,Not specified,unfurnished,No pets,1200
2 beds 2 baths apartment,2500,"west kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,cat friendly,1040
bedroom for rent,1250,"kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
1 bed 1 bath apartment,1900,"peachland, bc, v0h 1x6",Apartment/Condo,1,1,Not specified,heating available,parking available,ac available,unfurnished,No pets,408
1 bed 1 bath townhouse,1100,"kelowna, bc",Townhouse,1,1,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1371
2 beds 2 baths apartment,3750,"kelowna, bc, v1y 0j4",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,910
2 beds 2 baths townhouse,2900,"lake country, bc",Townhouse,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1950
1 bed 1 bath apartment,1595,"penticton, bc, v2a",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,910
private room for rent,900,"west kelowna, bc, v1z 3z6",Room,1,1,laundry available,central heating,parking available,central ac,unfurnished,dog friendly,150
3 beds 2 baths apartment,2200,"west kelowna, bc",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,910
space for rent,400,"summerland, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,150
1 bed 1 bath apartment,1900,"vernon, bc, v1h",Apartment/Condo,1,1,laundry in building,central heating,parking available,central ac,Not specified,No pets,375
room for rent,1150,"kelowna, bc, v1y 9y9",Room,1,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,150
studio 1 bath house,2500,"west kelowna, bc, v4t 1w1",House,1,1,Not specified,gas heating,parking available,Not specified,unfurnished,No pets,2400
3 beds 1 bath house,2750,"kelowna, bc, v1y 5p6",House,3,1,in-unit laundry,electric heating,parking available,Not specified,unfurnished,dog and cat friendly,1200
1 bed 1 bath apartment,520,"kelowna, bc",Apartment/Condo,1,1,laundry in building,heating available,Not specified,ac available,unfurnished,No pets,910
2 beds 2 baths house,815,"kelowna, bc, v1y",House,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1 bed 1 bath apartment,1000,"kelowna, bc, v1x 3x9",Apartment/Condo,1,1,in-unit laundry,heating available,street parking,ac available,unfurnished,No pets,910
3 beds 2 baths apartment,3395,"kelowna, bc, v1v 2w7",Apartment/Condo,3,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1150
2 beds 1 bath house,2395,"kelowna, bc, v1y 2b7",House,2,1,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,1200
2 beds 2 baths apartment,3000,"kelowna, bc, v1y 2e4",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,central ac,Not specified,No pets,871
private room for rent,2200,"kelowna, bc, v1w 3n8",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,910
2室2卫 租赁式公寓,1950,"kelowna, bc, v1v 0e3",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
2 bedroom fully furnished condo for rent,2300,"west kelowna, bc",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
1 bed 1 bath apartment,2200,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,519
3 beds 2 baths house,3195,"kelowna, bc, v1y 5g6",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1 bed 1 bath apartment,1000,"kelowna, bc, v1v 0a3",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,cat friendly,910
1 bed 1 bath apartment,2950,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,parking available,central ac,unfurnished,dog and cat friendly,600
3 beds 2 baths apartment,2800,"kelowna, bc",Apartment/Condo,3,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1100
1 bed 1 bath apartment,3900,"kootenay boundary, bc, v0h",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
1 bed 1 bath apartment,1450,"kelowna, bc, v1x 1m9",Apartment/Condo,1,1,laundry in building,Not specified,street parking,Not specified,Not specified,No pets,910
2 beds 2 baths apartment,2200,"west kelowna, bc, v4t 3j3",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,unfurnished,No pets,1000
2 beds 2 baths house,2500,"central okanagan, bc, v1z",House,2,2,in-unit laundry,gas heating,parking available,central ac,unfurnished,No pets,1200
5 beds 4 5 baths house,10000,"kelowna, bc, v1w 5m6",House,5,4,in-unit laundry,Not specified,garage parking,central ac,unfurnished,No pets,1200
1 bed 1 bath apartment,895,"kelowna, bc, v1x 3x6",Apartment/Condo,1,1,laundry in building,Not specified,parking available,Not specified,Not specified,No pets,910
2 beds 1 bath apartment,2000,"kelowna, bc, v1v 2r1",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,900
private room for rent,900,"kelowna, bc, v1x 1k1",Room,1,1,laundry in building,Not specified,street parking,central ac,unfurnished,No pets,150
1 bed 1 bath house,700,"west kelowna, bc",Room,1,1,in-unit laundry,heating available,street parking,Not specified,Not specified,No pets,150
1 bed 1 bath house,800,"kelowna, bc, v1x 2p4",House,1,1,laundry in building,gas heating,parking available,ac available,Not specified,dog friendly,1200
2 beds 2 baths apartment,2650,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,ac available,unfurnished,dog and cat friendly,1000
2 beds 2 baths house,800,"kelowna, bc, v1x",House,2,2,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,1200
1 bed 1 bath apartment,1200,"lumby, bc, v0e 0b3",Apartment/Condo,1,1,laundry available,electric heating,Not specified,Not specified,Not specified,No pets,650
2 beds 1 bath apartment,1050,"kelowna, bc, v1y 4v3",Apartment/Condo,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
2 beds 1 bath house,2200,"west kelowna, bc, v1z 3b9",House,2,1,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1250
1 bed 1 bath house,900,"kelowna, bc, v1y 7x3",House,1,1,in-unit laundry,heating available,street parking,ac available,Not specified,dog friendly,1000
private room for rent,1000,"west kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
2 beds 1 bath house,2200,"kelowna, bc, v1v 2r1",House,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1000
3 beds 3 baths townhouse,4000,"kelowna, bc",Townhouse,3,3,laundry available,gas heating,garage parking,ac available,unfurnished,No pets,2000
3 beds 2 baths house,1850,"central okanagan, bc, v1z 3r8",House,3,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1 bed 1 bath flat,1500,"kelowna, bc, v1w 3k7",Apartment/Condo,1,1,laundry in building,Not specified,parking available,ac available,Not specified,No pets,250
2 yatak odası 1 banyo sıra ev,950,"kelowna, bc, v1x 3s6",Townhouse,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog friendly,1371
executive condo,3500,"kelowna, bc",Townhouse,4,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,2700
出租单间,1100,"kelowna, bc, v1y 3b8",Townhouse,3,2,Not specified,central heating,garage parking,central ac,unfurnished,No pets,1371
bedroom for rent,800,"central okanagan, bc",Room,1,1,laundry available,gas heating,parking available,central ac,unfurnished,No pets,150
3 beds 3 baths apartment,867,"kelowna, bc",Apartment/Condo,3,3,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
commercial office save for rent,875,"kelowna, bc, v1y 2b5",House,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
furnished bedroom in shared house,850,"kelowna, bc, v1w 3m5",House,4,2,in-unit laundry,electric heating,street parking,central ac,furnished,No pets,1200
2 beds 2 baths apartment,2500,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,heating available,street parking,ac available,Not specified,No pets,900
2 beds 1 bath house,2400,"central okanagan, bc",House,2,1,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,1200
1 bed 1 bath apartment,2250,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,heating available,garage parking,ac available,unfurnished,dog friendly,910
studio parking laundry long term downtown,1900,"kelowna, bc, v1y 0h1",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,910
2 beds 1 bath house,1700,"vernon, bc, v1b",House,2,1,in-unit laundry,central heating,Not specified,central ac,Not specified,No pets,1150
2 beds 1 bath house,2150,"kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,1200
2 beds 2 baths townhouse,2700,"kelowna, bc, v1v",Townhouse,2,2,in-unit laundry,gas heating,garage parking,central ac,unfurnished,No pets,1371
private room for rent,1100,"kelowna, bc",Room,1,1,laundry in building,electric heating,street parking,ac available,furnished,No pets,150
private room for rent,850,"kelowna, bc",Room,1,1,Not specified,central heating,Not specified,Not specified,unfurnished,No pets,150
2 beds 2 baths apartment,2200,"west kelowna, bc, v4t 2z9",Apartment/Condo,2,2,in-unit laundry,heating available,parking available,ac available,Not specified,dog and cat friendly,813
1 bed 1 bath house,800,"kelowna, bc, v1x 2p4",House,1,1,laundry available,gas heating,street parking,ac available,Not specified,dog friendly,1200
2 beds 2 baths apartment,2100,"peachland, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,unfurnished,No pets,1244
2 beds 1 bath house,3500,"kelowna, bc, v1w",House,2,1,Not specified,Not specified,parking available,Not specified,Not specified,No pets,1200
3 beds 2 baths house,3250,"west kelowna, bc, v4t",House,3,2,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,2000
private room for rent,1095,"kelowna, bc, v1y 6l8",Room,1,1,in-unit laundry,electric heating,street parking,ac available,furnished,No pets,150
2 beds 2 baths apartment,2300,"kelowna, bc, v1y 9w1",Apartment/Condo,2,2,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,No pets,910
1 bed 1 bath apartment,1300,"vernon, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
veda,1300,"kelowna, bc",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,910
room available in 2 bedroom upstairs suite,1100,"lake country, bc",House,2,2,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,1200
2 beds 1 bath apartment,2500,"kelowna, bc, v1y 2e1",Apartment/Condo,2,1,in-unit laundry,heating available,garage parking,ac available,Not specified,No pets,690
1 bed 1 bath apartment,1350,"lumby, bc, v0e",Apartment/Condo,1,1,laundry in building,heating available,parking available,Not specified,Not specified,No pets,910
private room for rent,850,"kelowna, bc",Room,1,1,laundry in building,central heating,parking available,central ac,unfurnished,dog friendly,150
3 beds 3 baths townhouse,3000,"kelowna, bc, v1w 3l9",Townhouse,3,3,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,1371
downtown kelowna 2 bedroom 1 5 bath,2400,"kelowna, bc, v1y 8l6",Apartment/Condo,2,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,900
2 beds 2 baths house,12345,"central okanagan, bc, v1z 3r8",House,2,2,in-unit laundry,central heating,parking available,central ac,Not specified,dog friendly,1100
1 室1 卫 租赁式公寓,1360,"kelowna, bc, v1x 3k8",Apartment/Condo,1,1,in-unit laundry,electric heating,parking available,ac available,unfurnished,No pets,313
1 bed 1 bath apartment,1800,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,750
1 bed 1 bath apartment,1450,"central okanagan, bc, v1z 3t2",Apartment/Condo,1,1,laundry available,Not specified,Not specified,Not specified,unfurnished,cat friendly,910
1 bed 2 baths house,815,"kelowna, bc, v1y 3e1",House,1,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
1 bed 1 bath house,850,"kelowna, bc, v1y 4p9",House,1,1,in-unit laundry,central heating,Not specified,Not specified,unfurnished,No pets,1200
3 beds 3 baths house,500,"central okanagan, bc, v1z 3r8",House,3,3,in-unit laundry,Not specified,garage parking,Not specified,unfurnished,dog friendly,1300
1 bed 1 bath house,750,"vernon, bc, v1t 7p9",House,1,1,laundry available,central heating,street parking,ac available,unfurnished,No pets,1200
2 beds 2 baths apartment,1925,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,Not specified,Not specified,Not specified,unfurnished,No pets,910
1 bed 1 bath apartment,1100,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,cat friendly,800
beautiful 1 bedroom fully furnished suite,1950,"kelowna, bc, v1w 1n4",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,910
2 beautiful offices for rent,650,"penticton, bc",Apartment/Condo,1,1,Not specified,gas heating,parking available,central ac,unfurnished,No pets,224
3 beds 1 bath house,2500,"penticton, bc, v2a 6t6",House,3,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
private room for rent,800,"kelowna, bc",Room,1,1,laundry in building,Not specified,parking available,Not specified,unfurnished,No pets,150
studio 0 baths house,3000,"summerland, bc, v0h 1z2",House,1,0,Not specified,electric heating,parking available,central ac,unfurnished,No pets,2200
3 beds 3 baths townhouse,1000,"kelowna, bc, v1x 4e5",Townhouse,3,3,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1371
3 beds 1 bath townhouse,2450,"vernon, bc",Townhouse,3,1,in-unit laundry,central heating,street parking,Not specified,Not specified,cat friendly,1200
6 beds 6 baths house,8000,"west kelowna, bc",House,6,6,in-unit laundry,electric heating,street parking,ac available,unfurnished,No pets,5800
3 beds 1 5 baths house,3250,"kelowna, bc, v1x 2v9",House,3,1,in-unit laundry,Not specified,parking available,Not specified,Not specified,dog and cat friendly,1200
2 beds 2 baths apartment,1150,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,ac available,furnished,cat friendly,1100
3 beds 3 baths apartment,867,"kelowna, bc, v1v",Apartment/Condo,3,3,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,910
1 bed 2 baths townhouse,600,"west kelowna, bc",Townhouse,1,2,Not specified,central heating,parking available,central ac,unfurnished,No pets,1371
private room for rent,900,"kelowna, bc",Room,1,1,laundry in building,central heating,parking available,central ac,unfurnished,No pets,150
2 beds 1 bath house,2000,"west kelowna, bc",House,2,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
mobile home for rent,2000,"coldstream, bc",House,2,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,cat friendly,1200
2 beds 2 baths apartment,2400,"kelowna, bc, v1v 0a5",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
2 beds 2 baths apartment,850,"kelowna, bc, v1y",Apartment/Condo,2,2,in-unit laundry,electric heating,street parking,Not specified,Not specified,No pets,910
2 beds 2 baths apartment,2250,"kelowna, bc, v1v 2e6",Apartment/Condo,2,2,in-unit laundry,gas heating,garage parking,Not specified,unfurnished,No pets,890
private room for rent,1000,"west kelowna, bc",Room,1,1,in-unit laundry,heating available,parking available,central ac,furnished,No pets,150
abbott st  4 bedroom,4000,"kelowna, bc, v1y 1a9",House,4,2,laundry in building,central heating,parking available,central ac,unfurnished,No pets,2000
private room for rent,925,"kelowna, bc, v1y 6x4",Room,1,1,laundry in building,Not specified,street parking,Not specified,unfurnished,No pets,150
2 beds 2 baths apartment,2500,"west kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,Not specified,dog and cat friendly,900
3 beds 2 baths house,990,"kelowna, bc, v1x 3s6",House,3,2,in-unit laundry,central heating,Not specified,ac available,unfurnished,No pets,1200
private room for rent,950,"coldstream, bc",Room,1,1,Not specified,heating available,street parking,ac available,furnished,No pets,150
1 bed 1 bath apartment,2300,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,600
2 beds 1 bath house,900,"kelowna, bc, v1y",House,2,1,laundry in building,Not specified,parking available,Not specified,Not specified,No pets,1200
2 beds 1 bath house,1900,"kelowna, bc, v1p 1m8",House,2,1,laundry available,heating available,parking available,ac available,unfurnished,No pets,650
upper floor,2200,"kelowna, bc",House,2,1,laundry available,gas heating,parking available,ac available,unfurnished,No pets,1200
room for rent 5 minute drive to ubco,950,"kelowna, bc, v1v 1w4",Room,1,1,laundry in building,Not specified,street parking,Not specified,unfurnished,No pets,150
2 beds 2 baths apartment,825,"kelowna, bc, v1v 2c5",Apartment/Condo,2,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,111
beautiful extra lgr one bedroom house for rent,2000,"lake country, bc",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
4 beds 1 bath house,3300,"west kelowna, bc, v4t 1r2",House,4,1,in-unit laundry,heating available,street parking,ac available,Not specified,dog and cat friendly,1400
room for rent cozy in large house,740,"west kelowna, bc",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
1 bed 1 bath house,800,"kelowna, bc",House,1,1,in-unit laundry,Not specified,street parking,Not specified,unfurnished,dog and cat friendly,1200
2 beds 2 baths apartment,2500,"kelowna, bc, v1y 9w7",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,900
2 beds 1 bath house,2250,"penticton, bc",House,2,1,in-unit laundry,central heating,parking available,Not specified,unfurnished,No pets,1200
bedroom for rent in lower mission suite,900,"kelowna, bc, v1y 5g8",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
4 beds 3 baths townhouse,950,"kelowna, bc, v1y",Townhouse,4,3,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1400
3 beds 2 baths room only,950,"kelowna, bc, v1x 1m2",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
1 bed 1 bath apartment,1450,"central okanagan, bc, v1z",Apartment/Condo,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,910
one bedroom for rent in two bedroom apartment,1000,"kelowna, bc, v1w 3p3",Room,1,1,in-unit laundry,heating available,parking available,ac available,unfurnished,No pets,150
2 beds 2 baths apartment,2200,"west kelowna, bc, v1z 2h2",Apartment/Condo,2,2,in-unit laundry,Not specified,parking available,central ac,unfurnished,dog and cat friendly,1500
4 beds 3 baths townhouse,5250,"vernon, bc, v1h 1z7",Townhouse,4,3,in-unit laundry,central heating,garage parking,central ac,Not specified,dog and cat friendly,3000
winter rental in amazing location,3000,"kelowna, bc",House,3,1,laundry in building,central heating,street parking,central ac,unfurnished,dog and cat friendly,1150
2 beds 2 baths apartment condo,2250,"kelowna, bc, v1v 2r6",Apartment/Condo,2,2,in-unit laundry,Not specified,parking available,Not specified,Not specified,No pets,910
1 bed 1 bath house,840,"penticton, bc",House,1,1,laundry available,central heating,parking available,central ac,Not specified,No pets,1200
2 beds 2 baths apartment,2500,"west kelowna, bc",Apartment/Condo,2,2,in-unit laundry,heating available,garage parking,ac available,unfurnished,No pets,880
2 beds 2 baths apartment,3500,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1480
2 beds 1 bath house,2500,"kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,850
2室2卫 独立宅院,2000,"west kelowna, bc",House,2,2,in-unit laundry,central heating,street parking,Not specified,unfurnished,No pets,1200
3 beds 2 baths townhouse,3300,"penticton, bc, v2a 4v8",Townhouse,3,2,Not specified,central heating,parking available,central ac,unfurnished,dog and cat friendly,1371
1 bed 1 bath apartment,2000,"okanagan-similkameen, bc, v0h 1r4",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,dog and cat friendly,800
private room for rent,1350,"west kelowna, bc, v1z 1y4",Room,1,1,laundry available,Not specified,parking available,Not specified,unfurnished,No pets,150
1 bed 1 bath house,1425,"west kelowna, bc",House,1,1,laundry in building,central heating,Not specified,central ac,unfurnished,dog friendly,1200
2 beds 1 bath apartment,2000,"vernon, bc, v1t",Apartment/Condo,2,1,laundry in building,central heating,street parking,ac available,Not specified,No pets,1100
1 bed 1 bath apartment,2075,"north okanagan, bc",Apartment/Condo,1,1,laundry available,electric heating,parking available,ac available,Not specified,dog and cat friendly,400
2 beds 1 bath house,2200,"kelowna, bc, v1x 1s2",House,2,1,laundry available,gas heating,garage parking,ac available,unfurnished,No pets,1200
2 beds 2 baths apartment,2400,"kelowna, bc, v1y 9z2",Apartment/Condo,2,2,in-unit laundry,electric heating,garage parking,central ac,Not specified,No pets,855
1 bed 2 baths townhouse,800,"west kelowna, bc",Townhouse,1,2,Not specified,central heating,parking available,central ac,unfurnished,No pets,1371
1 bed 1 bath house,1000,"kelowna, bc, v1x 2k7",House,1,1,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1200
private room for rent,800,"kelowna, bc, v1y 9j9",Room,1,1,Not specified,central heating,Not specified,central ac,furnished,No pets,150
2 beds 2 baths apartment,2200,"kelowna, bc, v1v",Apartment/Condo,2,2,in-unit laundry,heating available,parking available,ac available,Not specified,No pets,1076
2 beds 2 baths apartment,2400,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1500
female roommate wanted one bedroom for rent in two bedroom apartment,1000,"kelowna, bc, v1w 3p3",Room,1,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,150
1 bed 1 bath house,1900,"kelowna, bc, v1p",House,1,1,in-unit laundry,Not specified,parking available,Not specified,unfurnished,No pets,1200
1 bed 1 bath apartment,1800,"kelowna, bc, v1y 9k5",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,central ac,unfurnished,No pets,800
3 beds 1 bath house,2500,"west kelowna, bc, v4t 2h7",House,3,1,in-unit laundry,electric heating,garage parking,Not specified,unfurnished,No pets,2000
1 bed 1 bath apartment,2500,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,950
3 beds 2 baths townhouse,3300,"west kelowna, bc",Townhouse,3,2,in-unit laundry,central heating,garage parking,central ac,Not specified,No pets,1000
1 bed 2 baths townhouse,950,"kelowna, bc",Townhouse,1,2,Not specified,Not specified,Not specified,Not specified,Not specified,No pets,1371
1 bed 1 bath apartment available april1 2023 fully furnished,2650,"kelowna, bc, v1y 0j8",Apartment/Condo,1,1,in-unit laundry,central heating,garage parking,central ac,unfurnished,No pets,640
3 beds 2 baths house,1042,"kelowna, bc",House,3,2,Not specified,Not specified,Not specified,Not specified,unfurnished,dog and cat friendly,1200
1 bed 2 baths apartment,2200,"penticton, bc",Apartment/Condo,1,2,in-unit laundry,central heating,parking available,central ac,unfurnished,No pets,1100
west kelowna  wine country house for rent,4300,"west kelowna, bc, v1z 3a6",House,4,3,laundry in building,central heating,garage parking,central ac,unfurnished,dog and cat friendly,2800
private room for rent,800,"west kelowna, bc, v4t 2c3",Room,1,1,Not specified,Not specified,street parking,Not specified,unfurnished,No pets,150
private room for rent,950,"kelowna, bc, v1y 1k7",Room,1,1,in-unit laundry,electric heating,street parking,Not specified,furnished,No pets,150
4 beds 2 baths house,4800,"west kelowna, bc, v4t 1v1",House,4,2,in-unit laundry,heating available,garage parking,ac available,Not specified,dog and cat friendly,1800
2 beds 1 bath house,1400,"kelowna, bc",House,2,1,Not specified,central heating,parking available,central ac,unfurnished,cat friendly,1200
2 beds 1 bath house,2000,"kelowna, bc",House,2,1,in-unit laundry,central heating,street parking,central ac,unfurnished,No pets,960
1 bed 1 bath house,895,"okanagan-similkameen, bc",House,1,1,laundry in building,central heating,street parking,central ac,furnished,No pets,1200
2 beds 2 baths house,2250,"west kelowna, bc, v4t 1x3",House,2,2,in-unit laundry,gas heating,garage parking,central ac,Not specified,No pets,1200
1 bed 1 bath house,800,"west kelowna, bc, v4t 2j9",House,1,1,in-unit laundry,central heating,street parking,central ac,Not specified,No pets,1350
3 beds 3 baths townhouse,3995,"vernon, bc, v1h 1z2",Townhouse,3,3,in-unit laundry,Not specified,street parking,central ac,Not specified,No pets,1958
1 bed 1 bath apartment,1950,"kelowna, bc",Apartment/Condo,1,1,in-unit laundry,electric heating,street parking,Not specified,unfurnished,No pets,910
2bdr basement suite,1800,"central okanagan, bc, v1p 1j8",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
1 bed 1 bath house,1320,"kelowna, bc, v1x 4e8",House,1,1,in-unit laundry,central heating,parking available,central ac,Not specified,No pets,1200
2 beds 2 baths apartment,3100,"kelowna, bc",Apartment/Condo,2,2,in-unit laundry,central heating,garage parking,central ac,unfurnished,dog and cat friendly,1450
rooms with kitchenette,2000,"kelowna, bc, v1x 6r2",House,2,1,Not specified,Not specified,Not specified,Not specified,unfurnished,No pets,1200
one bedroom ensuite for rent in glenmore,800,"kelowna, bc",Room,1,1,laundry available,central heating,parking available,central ac,unfurnished,No pets,150
